date,maxtemp,mintemp,sunhour,totalsnow
2017-06-29,23,15,13.8,0
2017-06-22,31,17,15.8,0
2017-06-23,31,18,15.8,0
2017-06-24,31,18,15.8,0
2017-06-25,26,18,13.3,0
2017-06-26,27,15,15.3,0
2017-06-27,27,17,14.5,0
2017-06-28,23,16,12.0,0
2017-06-29,23,15,13.8,0
2017-06-30,21,14,15.0,0
2017-06-23,31,18,15.8,0
2017-06-24,31,18,15.8,0
2017-06-25,26,18,13.3,0
2017-06-26,27,15,15.3,0
2017-06-27,27,17,14.5,0
2017-06-28,23,16,12.0,0
2017-06-29,23,15,13.8,0
2017-06-30,21,14,15.0,0
2017-07-01,23,11,15.3,0
2017-06-24,31,18,15.8,0
2017-06-25,26,18,13.3,0
2017-06-26,27,15,15.3,0
2017-06-27,27,17,14.5,0
2017-06-28,23,16,12.0,0
2017-06-29,23,15,13.8,0
2017-06-30,21,14,15.0,0
2017-07-01,23,11,15.3,0
2017-07-02,25,13,15.8,0
2017-06-25,26,18,13.3,0
2017-06-26,27,15,15.3,0
2017-06-27,27,17,14.5,0
2017-06-28,23,16,12.0,0
2017-06-29,23,15,13.8,0
2017-06-30,21,14,15.0,0
2017-07-01,23,11,15.3,0
2017-07-02,25,13,15.8,0
2017-07-03,27,14,15.8,0
2017-06-26,27,15,15.3,0
2017-06-27,27,17,14.5,0
2017-06-28,23,16,12.0,0
2017-06-29,23,15,13.8,0
2017-06-30,21,14,15.0,0
2017-07-01,23,11,15.3,0
2017-07-02,25,13,15.8,0
2017-07-03,27,14,15.8,0
2017-07-04,27,15,15.8,0
2017-06-27,27,17,14.5,0
2017-06-28,23,16,12.0,0
2017-06-29,23,15,13.8,0
2017-06-30,21,14,15.0,0
2017-07-01,23,11,15.3,0
2017-07-02,25,13,15.8,0
2017-07-03,27,14,15.8,0
2017-07-04,27,15,15.8,0
2017-07-05,28,15,15.7,0
2017-06-28,23,16,12.0,0
2017-06-29,23,15,13.8,0
2017-06-30,21,14,15.0,0
2017-07-01,23,11,15.3,0
2017-07-02,25,13,15.8,0
2017-07-03,27,14,15.8,0
2017-07-04,27,15,15.8,0
2017-07-05,28,15,15.7,0
2017-07-06,30,16,15.7,0
2017-06-29,23,15,13.8,0
2017-06-30,21,14,15.0,0
2017-07-01,23,11,15.3,0
2017-07-02,25,13,15.8,0
2017-07-03,27,14,15.8,0
2017-07-04,27,15,15.8,0
2017-07-05,28,15,15.7,0
2017-07-06,30,16,15.7,0
2017-07-07,30,17,15.7,0
2017-06-30,21,14,15.0,0
2017-07-01,23,11,15.3,0
2017-07-02,25,13,15.8,0
2017-07-03,27,14,15.8,0
2017-07-04,27,15,15.8,0
2017-07-05,28,15,15.7,0
2017-07-06,30,16,15.7,0
2017-07-07,30,17,15.7,0
2017-07-08,31,18,15.7,0
2017-07-01,23,11,15.3,0
2017-07-02,25,13,15.8,0
2017-07-03,27,14,15.8,0
2017-07-04,27,15,15.8,0
2017-07-05,28,15,15.7,0
2017-07-06,30,16,15.7,0
2017-07-07,30,17,15.7,0
2017-07-08,31,18,15.7,0
2017-07-09,29,19,15.0,0
2017-07-02,25,13,15.8,0
2017-07-03,27,14,15.8,0
2017-07-04,27,15,15.8,0
2017-07-05,28,15,15.7,0
2017-07-06,30,16,15.7,0
2017-07-07,30,17,15.7,0
2017-07-08,31,18,15.7,0
2017-07-09,29,19,15.0,0
2017-07-10,28,18,15.7,0
2017-07-03,27,14,15.8,0
2017-07-04,27,15,15.8,0
2017-07-05,28,15,15.7,0
2017-07-06,30,16,15.7,0
2017-07-07,30,17,15.7,0
2017-07-08,31,18,15.7,0
2017-07-09,29,19,15.0,0
2017-07-10,28,18,15.7,0
2017-07-11,26,16,15.3,0
2017-07-04,27,15,15.8,0
2017-07-05,28,15,15.7,0
2017-07-06,30,16,15.7,0
2017-07-07,30,17,15.7,0
2017-07-08,31,18,15.7,0
2017-07-09,29,19,15.0,0
2017-07-10,28,18,15.7,0
2017-07-11,26,16,15.3,0
2017-07-12,28,15,15.0,0
2017-07-05,28,15,15.7,0
2017-07-06,30,16,15.7,0
2017-07-07,30,17,15.7,0
2017-07-08,31,18,15.7,0
2017-07-09,29,19,15.0,0
2017-07-10,28,18,15.7,0
2017-07-11,26,16,15.3,0
2017-07-12,28,15,15.0,0
2017-07-13,28,15,15.0,0
2017-07-06,30,16,15.7,0
2017-07-07,30,17,15.7,0
2017-07-08,31,18,15.7,0
2017-07-09,29,19,15.0,0
2017-07-10,28,18,15.7,0
2017-07-11,26,16,15.3,0
2017-07-12,28,15,15.0,0
2017-07-13,28,15,15.0,0
2017-07-14,25,18,14.5,0
2017-07-07,30,17,15.7,0
2017-07-08,31,18,15.7,0
2017-07-09,29,19,15.0,0
2017-07-10,28,18,15.7,0
2017-07-11,26,16,15.3,0
2017-07-12,28,15,15.0,0
2017-07-13,28,15,15.0,0
2017-07-14,25,18,14.5,0
2017-07-15,27,15,15.5,0
2017-07-08,31,18,15.7,0
2017-07-09,29,19,15.0,0
2017-07-10,28,18,15.7,0
2017-07-11,26,16,15.3,0
2017-07-12,28,15,15.0,0
2017-07-13,28,15,15.0,0
2017-07-14,25,18,14.5,0
2017-07-15,27,15,15.5,0
2017-07-16,25,15,15.6,0
2017-07-09,29,19,15.0,0
2017-07-10,28,18,15.7,0
2017-07-11,26,16,15.3,0
2017-07-12,28,15,15.0,0
2017-07-13,28,15,15.0,0
2017-07-14,25,18,14.5,0
2017-07-15,27,15,15.5,0
2017-07-16,25,15,15.6,0
2017-07-17,27,16,15.6,0
2017-07-10,28,18,15.7,0
2017-07-11,26,16,15.3,0
2017-07-12,28,15,15.0,0
2017-07-13,28,15,15.0,0
2017-07-14,25,18,14.5,0
2017-07-15,27,15,15.5,0
2017-07-16,25,15,15.6,0
2017-07-17,27,16,15.6,0
2017-07-18,29,14,15.6,0
2017-07-11,26,16,15.3,0
2017-07-12,28,15,15.0,0
2017-07-13,28,15,15.0,0
2017-07-14,25,18,14.5,0
2017-07-15,27,15,15.5,0
2017-07-16,25,15,15.6,0
2017-07-17,27,16,15.6,0
2017-07-18,29,14,15.6,0
2017-07-19,30,16,15.5,0
2017-07-12,28,15,15.0,0
2017-07-13,28,15,15.0,0
2017-07-14,25,18,14.5,0
2017-07-15,27,15,15.5,0
2017-07-16,25,15,15.6,0
2017-07-17,27,16,15.6,0
2017-07-18,29,14,15.6,0
2017-07-19,30,16,15.5,0
2017-07-20,29,18,15.5,0
2017-07-13,28,15,15.0,0
2017-07-14,25,18,14.5,0
2017-07-15,27,15,15.5,0
2017-07-16,25,15,15.6,0
2017-07-17,27,16,15.6,0
2017-07-18,29,14,15.6,0
2017-07-19,30,16,15.5,0
2017-07-20,29,18,15.5,0
2017-07-21,29,19,15.3,0
2017-07-14,25,18,14.5,0
2017-07-15,27,15,15.5,0
2017-07-16,25,15,15.6,0
2017-07-17,27,16,15.6,0
2017-07-18,29,14,15.6,0
2017-07-19,30,16,15.5,0
2017-07-20,29,18,15.5,0
2017-07-21,29,19,15.3,0
2017-07-22,30,18,14.8,0
2017-07-15,27,15,15.5,0
2017-07-16,25,15,15.6,0
2017-07-17,27,16,15.6,0
2017-07-18,29,14,15.6,0
2017-07-19,30,16,15.5,0
2017-07-20,29,18,15.5,0
2017-07-21,29,19,15.3,0
2017-07-22,30,18,14.8,0
2017-07-23,29,19,15.0,0
2017-07-16,25,15,15.6,0
2017-07-17,27,16,15.6,0
2017-07-18,29,14,15.6,0
2017-07-19,30,16,15.5,0
2017-07-20,29,18,15.5,0
2017-07-21,29,19,15.3,0
2017-07-22,30,18,14.8,0
2017-07-23,29,19,15.0,0
2017-07-24,26,19,13.3,0
2017-07-17,27,16,15.6,0
2017-07-18,29,14,15.6,0
2017-07-19,30,16,15.5,0
2017-07-20,29,18,15.5,0
2017-07-21,29,19,15.3,0
2017-07-22,30,18,14.8,0
2017-07-23,29,19,15.0,0
2017-07-24,26,19,13.3,0
2017-07-25,26,15,13.8,0
2017-07-18,29,14,15.6,0
2017-07-19,30,16,15.5,0
2017-07-20,29,18,15.5,0
2017-07-21,29,19,15.3,0
2017-07-22,30,18,14.8,0
2017-07-23,29,19,15.0,0
2017-07-24,26,19,13.3,0
2017-07-25,26,15,13.8,0
2017-07-26,28,14,15.0,0
2017-07-19,30,16,15.5,0
2017-07-20,29,18,15.5,0
2017-07-21,29,19,15.3,0
2017-07-22,30,18,14.8,0
2017-07-23,29,19,15.0,0
2017-07-24,26,19,13.3,0
2017-07-25,26,15,13.8,0
2017-07-26,28,14,15.0,0
2017-07-27,28,14,15.0,0
2017-07-20,29,18,15.5,0
2017-07-21,29,19,15.3,0
2017-07-22,30,18,14.8,0
2017-07-23,29,19,15.0,0
2017-07-24,26,19,13.3,0
2017-07-25,26,15,13.8,0
2017-07-26,28,14,15.0,0
2017-07-27,28,14,15.0,0
2017-07-28,29,17,14.9,0
2017-07-21,29,19,15.3,0
2017-07-22,30,18,14.8,0
2017-07-23,29,19,15.0,0
2017-07-24,26,19,13.3,0
2017-07-25,26,15,13.8,0
2017-07-26,28,14,15.0,0
2017-07-27,28,14,15.0,0
2017-07-28,29,17,14.9,0
2017-07-29,29,17,14.5,0
2017-07-22,30,18,14.8,0
2017-07-23,29,19,15.0,0
2017-07-24,26,19,13.3,0
2017-07-25,26,15,13.8,0
2017-07-26,28,14,15.0,0
2017-07-27,28,14,15.0,0
2017-07-28,29,17,14.9,0
2017-07-29,29,17,14.5,0
2017-07-30,29,18,13.8,0
2017-07-23,29,19,15.0,0
2017-07-24,26,19,13.3,0
2017-07-25,26,15,13.8,0
2017-07-26,28,14,15.0,0
2017-07-27,28,14,15.0,0
2017-07-28,29,17,14.9,0
2017-07-29,29,17,14.5,0
2017-07-30,29,18,13.8,0
2017-07-31,29,17,14.0,0
2017-07-24,26,19,13.3,0
2017-07-25,26,15,13.8,0
2017-07-26,28,14,15.0,0
2017-07-27,28,14,15.0,0
2017-07-28,29,17,14.9,0
2017-07-29,29,17,14.5,0
2017-07-30,29,18,13.8,0
2017-07-31,29,17,14.0,0
2017-08-01,32,19,14.0,0
2017-07-25,26,15,13.8,0
2017-07-26,28,14,15.0,0
2017-07-27,28,14,15.0,0
2017-07-28,29,17,14.9,0
2017-07-29,29,17,14.5,0
2017-07-30,29,18,13.8,0
2017-07-31,29,17,14.0,0
2017-08-01,32,19,14.0,0
2017-08-02,33,20,14.0,0
2017-07-26,28,14,15.0,0
2017-07-27,28,14,15.0,0
2017-07-28,29,17,14.9,0
2017-07-29,29,17,14.5,0
2017-07-30,29,18,13.8,0
2017-07-31,29,17,14.0,0
2017-08-01,32,19,14.0,0
2017-08-02,33,20,14.0,0
2017-08-03,34,21,14.0,0
2017-07-27,28,14,15.0,0
2017-07-28,29,17,14.9,0
2017-07-29,29,17,14.5,0
2017-07-30,29,18,13.8,0
2017-07-31,29,17,14.0,0
2017-08-01,32,19,14.0,0
2017-08-02,33,20,14.0,0
2017-08-03,34,21,14.0,0
2017-08-04,35,21,14.0,0
2017-07-28,29,17,14.9,0
2017-07-29,29,17,14.5,0
2017-07-30,29,18,13.8,0
2017-07-31,29,17,14.0,0
2017-08-01,32,19,14.0,0
2017-08-02,33,20,14.0,0
2017-08-03,34,21,14.0,0
2017-08-04,35,21,14.0,0
2017-08-05,35,21,14.0,0
2017-07-29,29,17,14.5,0
2017-07-30,29,18,13.8,0
2017-07-31,29,17,14.0,0
2017-08-01,32,19,14.0,0
2017-08-02,33,20,14.0,0
2017-08-03,34,21,14.0,0
2017-08-04,35,21,14.0,0
2017-08-05,35,21,14.0,0
2017-08-06,29,22,12.5,0
2017-07-30,29,18,13.8,0
2017-07-31,29,17,14.0,0
2017-08-01,32,19,14.0,0
2017-08-02,33,20,14.0,0
2017-08-03,34,21,14.0,0
2017-08-04,35,21,14.0,0
2017-08-05,35,21,14.0,0
2017-08-06,29,22,12.5,0
2017-08-07,28,19,13.5,0
2017-07-31,29,17,14.0,0
2017-08-01,32,19,14.0,0
2017-08-02,33,20,14.0,0
2017-08-03,34,21,14.0,0
2017-08-04,35,21,14.0,0
2017-08-05,35,21,14.0,0
2017-08-06,29,22,12.5,0
2017-08-07,28,19,13.5,0
2017-08-08,29,17,14.0,0
2017-08-01,32,19,14.0,0
2017-08-02,33,20,14.0,0
2017-08-03,34,21,14.0,0
2017-08-04,35,21,14.0,0
2017-08-05,35,21,14.0,0
2017-08-06,29,22,12.5,0
2017-08-07,28,19,13.5,0
2017-08-08,29,17,14.0,0
2017-08-09,26,18,11.8,0
2017-08-02,33,20,14.0,0
2017-08-03,34,21,14.0,0
2017-08-04,35,21,14.0,0
2017-08-05,35,21,14.0,0
2017-08-06,29,22,12.5,0
2017-08-07,28,19,13.5,0
2017-08-08,29,17,14.0,0
2017-08-09,26,18,11.8,0
2017-08-10,27,18,12.3,0
2017-08-03,34,21,14.0,0
2017-08-04,35,21,14.0,0
2017-08-05,35,21,14.0,0
2017-08-06,29,22,12.5,0
2017-08-07,28,19,13.5,0
2017-08-08,29,17,14.0,0
2017-08-09,26,18,11.8,0
2017-08-10,27,18,12.3,0
2017-08-11,22,15,11.8,0
2017-08-04,35,21,14.0,0
2017-08-05,35,21,14.0,0
2017-08-06,29,22,12.5,0
2017-08-07,28,19,13.5,0
2017-08-08,29,17,14.0,0
2017-08-09,26,18,11.8,0
2017-08-10,27,18,12.3,0
2017-08-11,22,15,11.8,0
2017-08-12,26,13,14.0,0
2017-08-05,35,21,14.0,0
2017-08-06,29,22,12.5,0
2017-08-07,28,19,13.5,0
2017-08-08,29,17,14.0,0
2017-08-09,26,18,11.8,0
2017-08-10,27,18,12.3,0
2017-08-11,22,15,11.8,0
2017-08-12,26,13,14.0,0
2017-08-13,28,15,14.0,0
2017-08-06,29,22,12.5,0
2017-08-07,28,19,13.5,0
2017-08-08,29,17,14.0,0
2017-08-09,26,18,11.8,0
2017-08-10,27,18,12.3,0
2017-08-11,22,15,11.8,0
2017-08-12,26,13,14.0,0
2017-08-13,28,15,14.0,0
2017-08-14,28,16,14.0,0
2017-08-07,28,19,13.5,0
2017-08-08,29,17,14.0,0
2017-08-09,26,18,11.8,0
2017-08-10,27,18,12.3,0
2017-08-11,22,15,11.8,0
2017-08-12,26,13,14.0,0
2017-08-13,28,15,14.0,0
2017-08-14,28,16,14.0,0
2017-08-15,29,15,14.0,0
2017-08-08,29,17,14.0,0
2017-08-09,26,18,11.8,0
2017-08-10,27,18,12.3,0
2017-08-11,22,15,11.8,0
2017-08-12,26,13,14.0,0
2017-08-13,28,15,14.0,0
2017-08-14,28,16,14.0,0
2017-08-15,29,15,14.0,0
2017-08-16,31,16,14.0,0
2017-08-09,26,18,11.8,0
2017-08-10,27,18,12.3,0
2017-08-11,22,15,11.8,0
2017-08-12,26,13,14.0,0
2017-08-13,28,15,14.0,0
2017-08-14,28,16,14.0,0
2017-08-15,29,15,14.0,0
2017-08-16,31,16,14.0,0
2017-08-17,30,16,14.0,0
2017-08-10,27,18,12.3,0
2017-08-11,22,15,11.8,0
2017-08-12,26,13,14.0,0
2017-08-13,28,15,14.0,0
2017-08-14,28,16,14.0,0
2017-08-15,29,15,14.0,0
2017-08-16,31,16,14.0,0
2017-08-17,30,16,14.0,0
2017-08-18,32,19,14.0,0
2017-08-11,22,15,11.8,0
2017-08-12,26,13,14.0,0
2017-08-13,28,15,14.0,0
2017-08-14,28,16,14.0,0
2017-08-15,29,15,14.0,0
2017-08-16,31,16,14.0,0
2017-08-17,30,16,14.0,0
2017-08-18,32,19,14.0,0
2017-08-19,29,19,12.5,0
2017-08-12,26,13,14.0,0
2017-08-13,28,15,14.0,0
2017-08-14,28,16,14.0,0
2017-08-15,29,15,14.0,0
2017-08-16,31,16,14.0,0
2017-08-17,30,16,14.0,0
2017-08-18,32,19,14.0,0
2017-08-19,29,19,12.5,0
2017-08-20,26,15,13.9,0
2017-08-13,28,15,14.0,0
2017-08-14,28,16,14.0,0
2017-08-15,29,15,14.0,0
2017-08-16,31,16,14.0,0
2017-08-17,30,16,14.0,0
2017-08-18,32,19,14.0,0
2017-08-19,29,19,12.5,0
2017-08-20,26,15,13.9,0
2017-08-21,25,15,13.9,0
2017-08-14,28,16,14.0,0
2017-08-15,29,15,14.0,0
2017-08-16,31,16,14.0,0
2017-08-17,30,16,14.0,0
2017-08-18,32,19,14.0,0
2017-08-19,29,19,12.5,0
2017-08-20,26,15,13.9,0
2017-08-21,25,15,13.9,0
2017-08-22,25,15,13.9,0
2017-08-15,29,15,14.0,0
2017-08-16,31,16,14.0,0
2017-08-17,30,16,14.0,0
2017-08-18,32,19,14.0,0
2017-08-19,29,19,12.5,0
2017-08-20,26,15,13.9,0
2017-08-21,25,15,13.9,0
2017-08-22,25,15,13.9,0
2017-08-23,28,14,13.8,0
2017-08-16,31,16,14.0,0
2017-08-17,30,16,14.0,0
2017-08-18,32,19,14.0,0
2017-08-19,29,19,12.5,0
2017-08-20,26,15,13.9,0
2017-08-21,25,15,13.9,0
2017-08-22,25,15,13.9,0
2017-08-23,28,14,13.8,0
2017-08-24,30,15,13.8,0
2017-08-17,30,16,14.0,0
2017-08-18,32,19,14.0,0
2017-08-19,29,19,12.5,0
2017-08-20,26,15,13.9,0
2017-08-21,25,15,13.9,0
2017-08-22,25,15,13.9,0
2017-08-23,28,14,13.8,0
2017-08-24,30,15,13.8,0
2017-08-25,30,18,13.8,0
2017-08-18,32,19,14.0,0
2017-08-19,29,19,12.5,0
2017-08-20,26,15,13.9,0
2017-08-21,25,15,13.9,0
2017-08-22,25,15,13.9,0
2017-08-23,28,14,13.8,0
2017-08-24,30,15,13.8,0
2017-08-25,30,18,13.8,0
2017-08-26,31,17,13.8,0
2017-08-19,29,19,12.5,0
2017-08-20,26,15,13.9,0
2017-08-21,25,15,13.9,0
2017-08-22,25,15,13.9,0
2017-08-23,28,14,13.8,0
2017-08-24,30,15,13.8,0
2017-08-25,30,18,13.8,0
2017-08-26,31,17,13.8,0
2017-08-27,33,18,13.5,0
2017-08-20,26,15,13.9,0
2017-08-21,25,15,13.9,0
2017-08-22,25,15,13.9,0
2017-08-23,28,14,13.8,0
2017-08-24,30,15,13.8,0
2017-08-25,30,18,13.8,0
2017-08-26,31,17,13.8,0
2017-08-27,33,18,13.5,0
2017-08-28,30,18,13.3,0
2017-08-21,25,15,13.9,0
2017-08-22,25,15,13.9,0
2017-08-23,28,14,13.8,0
2017-08-24,30,15,13.8,0
2017-08-25,30,18,13.8,0
2017-08-26,31,17,13.8,0
2017-08-27,33,18,13.5,0
2017-08-28,30,18,13.3,0
2017-08-29,30,18,13.7,0
2017-08-22,25,15,13.9,0
2017-08-23,28,14,13.8,0
2017-08-24,30,15,13.8,0
2017-08-25,30,18,13.8,0
2017-08-26,31,17,13.8,0
2017-08-27,33,18,13.5,0
2017-08-28,30,18,13.3,0
2017-08-29,30,18,13.7,0
2017-08-30,31,18,13.6,0
2017-08-23,28,14,13.8,0
2017-08-24,30,15,13.8,0
2017-08-25,30,18,13.8,0
2017-08-26,31,17,13.8,0
2017-08-27,33,18,13.5,0
2017-08-28,30,18,13.3,0
2017-08-29,30,18,13.7,0
2017-08-30,31,18,13.6,0
2017-08-31,29,19,12.5,0
2017-08-24,30,15,13.8,0
2017-08-25,30,18,13.8,0
2017-08-26,31,17,13.8,0
2017-08-27,33,18,13.5,0
2017-08-28,30,18,13.3,0
2017-08-29,30,18,13.7,0
2017-08-30,31,18,13.6,0
2017-08-31,29,19,12.5,0
2017-09-01,25,18,10.5,0
2017-08-25,30,18,13.8,0
2017-08-26,31,17,13.8,0
2017-08-27,33,18,13.5,0
2017-08-28,30,18,13.3,0
2017-08-29,30,18,13.7,0
2017-08-30,31,18,13.6,0
2017-08-31,29,19,12.5,0
2017-09-01,25,18,10.5,0
2017-09-02,18,13,10.0,0
2017-08-26,31,17,13.8,0
2017-08-27,33,18,13.5,0
2017-08-28,30,18,13.3,0
2017-08-29,30,18,13.7,0
2017-08-30,31,18,13.6,0
2017-08-31,29,19,12.5,0
2017-09-01,25,18,10.5,0
2017-09-02,18,13,10.0,0
2017-09-03,22,12,12.8,0
2017-08-27,33,18,13.5,0
2017-08-28,30,18,13.3,0
2017-08-29,30,18,13.7,0
2017-08-30,31,18,13.6,0
2017-08-31,29,19,12.5,0
2017-09-01,25,18,10.5,0
2017-09-02,18,13,10.0,0
2017-09-03,22,12,12.8,0
2017-09-04,23,13,13.0,0
2017-08-28,30,18,13.3,0
2017-08-29,30,18,13.7,0
2017-08-30,31,18,13.6,0
2017-08-31,29,19,12.5,0
2017-09-01,25,18,10.5,0
2017-09-02,18,13,10.0,0
2017-09-03,22,12,12.8,0
2017-09-04,23,13,13.0,0
2017-09-05,24,14,13.0,0
2017-08-29,30,18,13.7,0
2017-08-30,31,18,13.6,0
2017-08-31,29,19,12.5,0
2017-09-01,25,18,10.5,0
2017-09-02,18,13,10.0,0
2017-09-03,22,12,12.8,0
2017-09-04,23,13,13.0,0
2017-09-05,24,14,13.0,0
2017-09-06,24,15,13.0,0
2017-08-30,31,18,13.6,0
2017-08-31,29,19,12.5,0
2017-09-01,25,18,10.5,0
2017-09-02,18,13,10.0,0
2017-09-03,22,12,12.8,0
2017-09-04,23,13,13.0,0
2017-09-05,24,14,13.0,0
2017-09-06,24,15,13.0,0
2017-09-07,24,15,10.3,0
2017-08-31,29,19,12.5,0
2017-09-01,25,18,10.5,0
2017-09-02,18,13,10.0,0
2017-09-03,22,12,12.8,0
2017-09-04,23,13,13.0,0
2017-09-05,24,14,13.0,0
2017-09-06,24,15,13.0,0
2017-09-07,24,15,10.3,0
2017-09-08,23,16,12.0,0
2017-09-01,25,18,10.5,0
2017-09-02,18,13,10.0,0
2017-09-03,22,12,12.8,0
2017-09-04,23,13,13.0,0
2017-09-05,24,14,13.0,0
2017-09-06,24,15,13.0,0
2017-09-07,24,15,10.3,0
2017-09-08,23,16,12.0,0
2017-09-09,22,15,11.0,0
2017-09-02,18,13,10.0,0
2017-09-03,22,12,12.8,0
2017-09-04,23,13,13.0,0
2017-09-05,24,14,13.0,0
2017-09-06,24,15,13.0,0
2017-09-07,24,15,10.3,0
2017-09-08,23,16,12.0,0
2017-09-09,22,15,11.0,0
2017-09-10,16,14,9.8,0
2017-09-03,22,12,12.8,0
2017-09-04,23,13,13.0,0
2017-09-05,24,14,13.0,0
2017-09-06,24,15,13.0,0
2017-09-07,24,15,10.3,0
2017-09-08,23,16,12.0,0
2017-09-09,22,15,11.0,0
2017-09-10,16,14,9.8,0
2017-09-11,23,13,11.8,0
2017-09-04,23,13,13.0,0
2017-09-05,24,14,13.0,0
2017-09-06,24,15,13.0,0
2017-09-07,24,15,10.3,0
2017-09-08,23,16,12.0,0
2017-09-09,22,15,11.0,0
2017-09-10,16,14,9.8,0
2017-09-11,23,13,11.8,0
2017-09-12,22,14,10.3,0
2017-09-05,24,14,13.0,0
2017-09-06,24,15,13.0,0
2017-09-07,24,15,10.3,0
2017-09-08,23,16,12.0,0
2017-09-09,22,15,11.0,0
2017-09-10,16,14,9.8,0
2017-09-11,23,13,11.8,0
2017-09-12,22,14,10.3,0
2017-09-13,21,12,12.8,0
2017-09-06,24,15,13.0,0
2017-09-07,24,15,10.3,0
2017-09-08,23,16,12.0,0
2017-09-09,22,15,11.0,0
2017-09-10,16,14,9.8,0
2017-09-11,23,13,11.8,0
2017-09-12,22,14,10.3,0
2017-09-13,21,12,12.8,0
2017-09-14,19,14,11.0,0
2017-09-07,24,15,10.3,0
2017-09-08,23,16,12.0,0
2017-09-09,22,15,11.0,0
2017-09-10,16,14,9.8,0
2017-09-11,23,13,11.8,0
2017-09-12,22,14,10.3,0
2017-09-13,21,12,12.8,0
2017-09-14,19,14,11.0,0
2017-09-15,19,10,11.3,0
2017-09-08,23,16,12.0,0
2017-09-09,22,15,11.0,0
2017-09-10,16,14,9.8,0
2017-09-11,23,13,11.8,0
2017-09-12,22,14,10.3,0
2017-09-13,21,12,12.8,0
2017-09-14,19,14,11.0,0
2017-09-15,19,10,11.3,0
2017-09-16,19,13,11.5,0
2017-09-09,22,15,11.0,0
2017-09-10,16,14,9.8,0
2017-09-11,23,13,11.8,0
2017-09-12,22,14,10.3,0
2017-09-13,21,12,12.8,0
2017-09-14,19,14,11.0,0
2017-09-15,19,10,11.3,0
2017-09-16,19,13,11.5,0
2017-09-17,19,11,12.3,0
2017-09-10,16,14,9.8,0
2017-09-11,23,13,11.8,0
2017-09-12,22,14,10.3,0
2017-09-13,21,12,12.8,0
2017-09-14,19,14,11.0,0
2017-09-15,19,10,11.3,0
2017-09-16,19,13,11.5,0
2017-09-17,19,11,12.3,0
2017-09-18,18,10,10.5,0
2017-09-11,23,13,11.8,0
2017-09-12,22,14,10.3,0
2017-09-13,21,12,12.8,0
2017-09-14,19,14,11.0,0
2017-09-15,19,10,11.3,0
2017-09-16,19,13,11.5,0
2017-09-17,19,11,12.3,0
2017-09-18,18,10,10.5,0
2017-09-19,19,11,11.8,0
2017-09-12,22,14,10.3,0
2017-09-13,21,12,12.8,0
2017-09-14,19,14,11.0,0
2017-09-15,19,10,11.3,0
2017-09-16,19,13,11.5,0
2017-09-17,19,11,12.3,0
2017-09-18,18,10,10.5,0
2017-09-19,19,11,11.8,0
2017-09-20,21,9,12.0,0
2017-09-13,21,12,12.8,0
2017-09-14,19,14,11.0,0
2017-09-15,19,10,11.3,0
2017-09-16,19,13,11.5,0
2017-09-17,19,11,12.3,0
2017-09-18,18,10,10.5,0
2017-09-19,19,11,11.8,0
2017-09-20,21,9,12.0,0
2017-09-21,20,9,12.0,0
2017-09-14,19,14,11.0,0
2017-09-15,19,10,11.3,0
2017-09-16,19,13,11.5,0
2017-09-17,19,11,12.3,0
2017-09-18,18,10,10.5,0
2017-09-19,19,11,11.8,0
2017-09-20,21,9,12.0,0
2017-09-21,20,9,12.0,0
2017-09-22,21,10,12.0,0
2017-09-15,19,10,11.3,0
2017-09-16,19,13,11.5,0
2017-09-17,19,11,12.3,0
2017-09-18,18,10,10.5,0
2017-09-19,19,11,11.8,0
2017-09-20,21,9,12.0,0
2017-09-21,20,9,12.0,0
2017-09-22,21,10,12.0,0
2017-09-23,22,11,12.0,0
2017-09-16,19,13,11.5,0
2017-09-17,19,11,12.3,0
2017-09-18,18,10,10.5,0
2017-09-19,19,11,11.8,0
2017-09-20,21,9,12.0,0
2017-09-21,20,9,12.0,0
2017-09-22,21,10,12.0,0
2017-09-23,22,11,12.0,0
2017-09-24,20,13,10.8,0
2017-09-17,19,11,12.3,0
2017-09-18,18,10,10.5,0
2017-09-19,19,11,11.8,0
2017-09-20,21,9,12.0,0
2017-09-21,20,9,12.0,0
2017-09-22,21,10,12.0,0
2017-09-23,22,11,12.0,0
2017-09-24,20,13,10.8,0
2017-09-25,20,12,11.0,0
2017-09-18,18,10,10.5,0
2017-09-19,19,11,11.8,0
2017-09-20,21,9,12.0,0
2017-09-21,20,9,12.0,0
2017-09-22,21,10,12.0,0
2017-09-23,22,11,12.0,0
2017-09-24,20,13,10.8,0
2017-09-25,20,12,11.0,0
2017-09-26,20,11,12.0,0
2017-09-19,19,11,11.8,0
2017-09-20,21,9,12.0,0
2017-09-21,20,9,12.0,0
2017-09-22,21,10,12.0,0
2017-09-23,22,11,12.0,0
2017-09-24,20,13,10.8,0
2017-09-25,20,12,11.0,0
2017-09-26,20,11,12.0,0
2017-09-27,21,11,12.0,0
2017-09-20,21,9,12.0,0
2017-09-21,20,9,12.0,0
2017-09-22,21,10,12.0,0
2017-09-23,22,11,12.0,0
2017-09-24,20,13,10.8,0
2017-09-25,20,12,11.0,0
2017-09-26,20,11,12.0,0
2017-09-27,21,11,12.0,0
2017-09-28,22,13,11.9,0
2017-09-21,20,9,12.0,0
2017-09-22,21,10,12.0,0
